,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,НКД,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Осталось выплат,Доходность(% в год),Доходность(все время),Ссылка,Статус квал. инвестора
485,Газпромбанк 001Р-22Р,RU000A105GW4,939.9,Высокий,103.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105GW4/,Не важен / Неизвестно
486,СЕЛЛ-Сервис БО-П02,RU000A106C50,992.5,Средний,25.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106C50/,Не важен / Неизвестно
487,Селигдар выпуск 1,RU000A105CS1,940.9,Высокий,18.0,2024-05-01,45.0,46.81,1000.0,2.0,93.62,3.0,9.95,140.0,https://www.tinkoff.ru/invest/bonds/RU000A105CS1/,Не важен / Неизвестно
488,Тойота Банк выпуск 5,RU000A104L36,966.1,Высокий,10.0,2024-08-28,10.0,47.85,1000.0,2.0,95.7,2.0,9.91,96.0,https://www.tinkoff.ru/invest/bonds/RU000A104L36/,Не важен / Неизвестно
489,Автодор БО-3 выпуск 3,RU000A105V82,925.9,Высокий,22.0,2024-08-15,13.0,44.63,1000.0,2.0,89.26,4.0,9.64,179.0,https://www.tinkoff.ru/invest/bonds/RU000A105V82/,Не важен / Неизвестно
490,Росагролизинг 001Р-04,RU000A107DM8,990.2,Высокий,56.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107DM8/,Не важен / Неизвестно
491,Новотранс выпуск 3,RU000A105CM4,934.5,Высокий,42.0,2024-04-30,20.0,25.32,1000.0,4.0,101.28,14.0,10.84,354.0,https://www.tinkoff.ru/invest/bonds/RU000A105CM4/,Не важен / Неизвестно
492,ТМК выпуск 7,RU000A0JXSF8,953.9,Высокий,37.0,2024-05-24,37.0,45.07,1000.0,2.0,90.14,6.0,9.45,270.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXSF8/,Не важен / Неизвестно
493,Татнефтехим 001P выпуск 1,RU000A103UL3,1001.5,Средний,29.0,2024-05-28,1.0,21.4,1000.0,6.0,128.4,14.0,12.82,300.0,https://www.tinkoff.ru/invest/bonds/RU000A103UL3/,Не важен / Неизвестно
494,Альфа-Банк 2Р-21,RU000A105UW5,954.9,Высокий,10.0,2024-08-18,11.0,40.72,1000.0,2.0,81.44,2.0,8.53,81.0,https://www.tinkoff.ru/invest/bonds/RU000A105UW5/,Не важен / Неизвестно
495,Банк ВТБ Б-1-319,RU000A106DN8,987.3,Высокий,2.0,2024-04-16,3.0,6.0,1000.0,12.0,72.0,2.0,7.29,12.0,https://www.tinkoff.ru/invest/bonds/RU000A106DN8/,Не важен / Неизвестно
496,Европлан выпуск 6,RU000A106F40,955.5,Высокий,14.0,2024-06-25,2.0,22.18,1000.0,4.0,88.72,5.0,9.29,111.0,https://www.tinkoff.ru/invest/bonds/RU000A106F40/,Не важен / Неизвестно
497,Совкомбанк БО-П4,RU000A103NZ8,972.1,Средний,5.0,2024-06-07,5.0,17.49,1000.0,4.0,69.96,2.0,7.2,35.0,https://www.tinkoff.ru/invest/bonds/RU000A103NZ8/,Не важен / Неизвестно
498,Газпром выпуск 23,RU000A0ZZET0,921.2,Высокий,290.0,2024-07-23,15.0,35.06,1000.0,2.0,70.12,48.0,7.61,1683.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZET0/,Не важен / Неизвестно
499,ТрансмхПБ7,RU000A106CU5,914.5,Высокий,26.0,2024-06-07,32.0,44.2,1000.0,2.0,88.4,4.0,9.67,177.0,https://www.tinkoff.ru/invest/bonds/RU000A106CU5/,Не важен / Неизвестно
500,НКНХ выпуск 1,RU000A0ZZZ17,924.6,Высокий,56.0,2024-06-13,29.0,42.28,1000.0,2.0,84.56,9.0,9.15,381.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZZ17/,Не важен / Неизвестно
501,Сбербанк,RU000A103WV8,965.8,Высокий,7.0,2024-05-17,33.0,38.98,1000.0,2.0,77.96,1.0,8.07,39.0,https://www.tinkoff.ru/invest/bonds/RU000A103WV8/,Не важен / Неизвестно
502,Газпромбанк выпуск 10,RU000A0JUV08,969.4,Высокий,5.0,2024-09-26,1.0,35.67,1000.0,2.0,71.34,1.0,7.36,36.0,https://www.tinkoff.ru/invest/bonds/RU000A0JUV08/,Не важен / Неизвестно
503,Восточная Стивидорная Компания выпуск 2,RU000A104362,886.9,Средний,31.0,2024-05-21,34.0,41.41,1000.0,2.0,82.82,5.0,9.34,207.0,https://www.tinkoff.ru/invest/bonds/RU000A104362/,Не важен / Неизвестно
504,СФО ВТБ РКС Эталон,RU000A105G99,789.99116,Высокий,72.0,2024-04-02,,6.87,847.63,12.0,82.44,72.0,10.44,495.0,https://www.tinkoff.ru/invest/bonds/RU000A105G99/,Не важен / Неизвестно
505,Нафтатранс Плюс выпуск 2,RU000A100YD8,2640.6308,Средний,5.0,2024-04-29,3.0,28.54,2663.0,12.0,342.48,5.0,12.97,143.0,https://www.tinkoff.ru/invest/bonds/RU000A100YD8/,Не важен / Неизвестно
506,ГПБ (АО) БО-17,RU000A0ZYEE5,964.0,Высокий,6.0,2024-04-30,34.0,35.32,1000.0,2.0,70.64,1.0,7.33,35.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEE5/,Не важен / Неизвестно
507,Мосрегионлифт БО-01,RU000A105RU5,1009.3,Низкий,21.0,2024-04-18,6.0,12.79,1000.0,12.0,153.48,21.0,15.21,269.0,https://www.tinkoff.ru/invest/bonds/RU000A105RU5/,Не важен / Неизвестно
508,Селектел выпуск 2,RU000A105FS4,952.8,Высокий,19.0,2024-05-14,44.0,49.85,1000.0,2.0,99.7,3.0,10.46,150.0,https://www.tinkoff.ru/invest/bonds/RU000A105FS4/,Не важен / Неизвестно
509,Газпромбанк 001Р-21Р,RU000A104B46,939.4,Высокий,92.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104B46/,Не важен / Неизвестно
510,РОСБАНК БО-003P-01,RU000A1062L7,917.2,Высокий,24.0,2024-04-07,48.0,42.89,1000.0,2.0,85.78,4.0,9.35,172.0,https://www.tinkoff.ru/invest/bonds/RU000A1062L7/,Не важен / Неизвестно
511,Южуралзолото ГК оббП03,RU000A106656,934.9,Высокий,18.0,2024-04-25,43.0,43.59,1000.0,2.0,87.18,3.0,9.33,131.0,https://www.tinkoff.ru/invest/bonds/RU000A106656/,Не важен / Неизвестно
512,Башкирская содовая компания выпуск 2,RU000A101UR4,935.9,Высокий,14.0,2024-06-25,1.0,14.27,1000.0,4.0,57.08,5.0,6.1,71.0,https://www.tinkoff.ru/invest/bonds/RU000A101UR4/,Не важен / Неизвестно
513,ХК Новотранс 001P-05,RU000A107W06,992.4,Средний,35.0,2024-06-06,10.0,30.88,1000.0,4.0,123.52,12.0,12.45,371.0,https://www.tinkoff.ru/invest/bonds/RU000A107W06/,Не важен / Неизвестно
514,ГТЛК выпуск 19,RU000A101SD8,792.0,Средний,133.0,2024-06-05,5.0,17.23,1000.0,4.0,68.92,44.0,8.7,758.0,https://www.tinkoff.ru/invest/bonds/RU000A101SD8/,Не важен / Неизвестно
515,Сбер Банк 001P-SBER42,RU000A105SD9,950.0,Высокий,11.0,2024-09-01,7.0,38.11,1000.0,2.0,76.22,2.0,8.02,76.0,https://www.tinkoff.ru/invest/bonds/RU000A105SD9/,Не важен / Неизвестно
516,Уральская Сталь выпуск 1,RU000A105Q63,940.0,Высокий,20.0,2024-06-27,28.0,46.81,1000.0,2.0,93.62,3.0,9.96,140.0,https://www.tinkoff.ru/invest/bonds/RU000A105Q63/,Не важен / Неизвестно
517,ФЭС-Агро выпуск 2,RU000A1030N0,499.25,Средний,0.0,2024-04-17,11.0,11.92,500.0,4.0,47.68,0.0,9.55,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1030N0/,Не важен / Неизвестно
518,Красноярский край выпуск 14,RU000A0ZYFB8,480.6,Высокий,6.0,2024-05-02,6.0,8.44,500.0,4.0,33.76,2.0,7.02,17.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYFB8/,Не важен / Неизвестно
519,ГТЛК БО-04,RU000A0JVA10,990.3,Высокий,11.0,2024-06-06,9.0,29.93,1000.0,4.0,119.72,4.0,12.09,120.0,https://www.tinkoff.ru/invest/bonds/RU000A0JVA10/,Не важен / Неизвестно
520,ФСК Россети БО-3,RU000A0ZYDH0,967.1,Высокий,341.0,2024-04-12,17.0,17.31,1000.0,4.0,69.24,114.0,7.16,1973.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDH0/,Не важен / Неизвестно
521,МТС выпуск 9,RU000A100A66,969.9,Высокий,6.0,2024-04-15,18.0,18.62,1000.0,4.0,74.48,2.0,7.68,37.0,https://www.tinkoff.ru/invest/bonds/RU000A100A66/,Не важен / Неизвестно
522,ИНК-Капитал выпуск 1,RU000A104A39,901.4,Высокий,32.0,2024-06-14,30.0,44.46,1000.0,2.0,88.92,5.0,9.86,222.0,https://www.tinkoff.ru/invest/bonds/RU000A104A39/,Не важен / Неизвестно
523,Европлан БО 08,RU000A0ZZBV2,950.2,Высокий,50.0,2024-06-25,27.0,44.89,1000.0,2.0,89.78,8.0,9.45,359.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZBV2/,Не важен / Неизвестно
524,СЭЗ им. Серго Орджоникидзе выпуск 2,RU000A102556,898.8,Средний,41.0,2024-06-18,4.0,22.62,1000.0,4.0,90.48,14.0,10.07,317.0,https://www.tinkoff.ru/invest/bonds/RU000A102556/,Не важен / Неизвестно
525,АФК Система выпуск 14,RU000A101XN7,902.8,Высокий,75.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101XN7/,Не важен / Неизвестно
526,Ульяновская область 34006,RU000A1077U6,999.7,Средний,25.0,2024-05-16,18.0,31.41,1000.0,4.0,125.64,8.0,12.57,251.0,https://www.tinkoff.ru/invest/bonds/RU000A1077U6/,Не важен / Неизвестно
527,Черкизово выпуск 4,RU000A102LD1,784.6,Высокий,20.0,2024-06-21,,0.17,1000.0,4.0,0.68,7.0,0.09,1.0,https://www.tinkoff.ru/invest/bonds/RU000A102LD1/,Не важен / Неизвестно
528,ТрансКонтейнер ПБО выпуск 1,RU000A100YE6,489.8,Высокий,6.0,2024-04-17,16.0,15.66,500.0,2.0,31.32,1.0,6.39,16.0,https://www.tinkoff.ru/invest/bonds/RU000A100YE6/,Не важен / Неизвестно
529,Совкомбанк Факторинг 001Р-01,RU000A107PN0,1017.5,Средний,57.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107PN0/,Не важен / Неизвестно
530,РЖД 001Р выпуск 1,RU000A0JXN05,941.1,Высокий,97.0,2024-05-28,31.0,39.24,1000.0,2.0,78.48,16.0,8.34,628.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXN05/,Не важен / Неизвестно
531,МТС 001P-23,RU000A105NA6,959.3,Высокий,8.0,2024-06-19,3.0,18.18,1000.0,4.0,72.72,3.0,7.58,55.0,https://www.tinkoff.ru/invest/bonds/RU000A105NA6/,Не важен / Неизвестно
532,Санкт-Петербург выпуск 1,RU000A0ZYHX8,956.0,Высокий,13.0,2024-05-29,26.0,33.32,1000.0,2.0,66.64,2.0,6.97,67.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYHX8/,Не важен / Неизвестно
533,Урожай серия 3,RU000A106J04,1029.0,Средний,27.0,2024-04-09,36.0,34.63,1000.0,4.0,138.52,9.0,13.46,312.0,https://www.tinkoff.ru/invest/bonds/RU000A106J04/,Не важен / Неизвестно
534,ФСК Россети 001P-07R,RU000A105PH6,936.2,Высокий,164.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105PH6/,Не важен / Неизвестно
535,Автодор БО-6 выпуск 1,RU000A106XP1,998.5,Средний,5.0,2024-04-05,27.0,24.88,1000.0,4.0,99.52,2.0,9.97,50.0,https://www.tinkoff.ru/invest/bonds/RU000A106XP1/,Не важен / Неизвестно
536,КЛВЗ Кристалл выпуск 1,RU000A105Y14,983.7,Высокий,23.0,2024-06-11,7.0,29.23,1000.0,4.0,116.92,8.0,11.89,234.0,https://www.tinkoff.ru/invest/bonds/RU000A105Y14/,Не важен / Неизвестно
537,ВЭБ.РФ ПБО-001Р-34,RU000A105JU2,966.5,Высокий,8.0,2024-06-04,30.0,40.54,1000.0,2.0,81.08,1.0,8.39,41.0,https://www.tinkoff.ru/invest/bonds/RU000A105JU2/,Не важен / Неизвестно
538,РУСАЛ Братск выпуск 1,RU000A0JWDN6,751.6,Высокий,24.0,2024-04-09,0.0,0.0,1000.0,2.0,0.0,4.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWDN6/,Не важен / Неизвестно
539,Газпром БО-22,RU000A0ZZES2,923.8,Высокий,290.0,2024-07-23,15.0,35.06,1000.0,2.0,70.12,48.0,7.59,1683.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZES2/,Не важен / Неизвестно
540,Европлан 001Р-05,RU000A105518,959.8,Высокий,16.0,2024-05-29,9.0,22.71,1000.0,4.0,90.84,5.0,9.46,114.0,https://www.tinkoff.ru/invest/bonds/RU000A105518/,Не важен / Неизвестно
541,МТС Банк выпуск 2,RU000A1051U1,941.4,Высокий,15.0,2024-05-03,15.0,20.71,1000.0,4.0,82.84,5.0,8.8,104.0,https://www.tinkoff.ru/invest/bonds/RU000A1051U1/,Не важен / Неизвестно
542,Краснодар,RU000A102KT9,556.08,Высокий,20.0,2024-06-20,1.0,8.7,600.0,4.0,34.8,7.0,6.26,61.0,https://www.tinkoff.ru/invest/bonds/RU000A102KT9/,Не важен / Неизвестно
543,РСХБ выпуск 4,RU000A103N84,1004.0,Высокий,29.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103N84/,Не важен / Неизвестно
544,ТГК-14 выпуск 001Р-01,RU000A1066J2,992.4,Средний,24.0,2024-05-02,23.0,29.58,1000.0,4.0,118.32,8.0,11.92,237.0,https://www.tinkoff.ru/invest/bonds/RU000A1066J2/,Не важен / Неизвестно
545,МТС 001P-22,RU000A1051T3,980.3,Высокий,4.0,2024-05-03,13.0,17.92,1000.0,4.0,71.68,1.0,7.31,18.0,https://www.tinkoff.ru/invest/bonds/RU000A1051T3/,Не важен / Неизвестно
546,Whoosh выпуск 1,RU000A104WS2,989.9,Высокий,14.0,2024-06-26,2.0,29.23,1000.0,4.0,116.92,5.0,11.81,146.0,https://www.tinkoff.ru/invest/bonds/RU000A104WS2/,Не важен / Неизвестно
547,Республика Башкортостан 34011,RU000A1026B3,644.07,Высокий,17.0,2024-06-26,0.0,8.7,700.0,4.0,34.8,6.0,5.4,52.0,https://www.tinkoff.ru/invest/bonds/RU000A1026B3/,Не важен / Неизвестно
548,АФК Система выпуск 11,RU000A100N12,904.2,Высокий,63.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A100N12/,Не важен / Неизвестно
549,МОЭК выпуск 4,RU000A101XS6,945.4,Высокий,27.0,2024-07-17,20.0,43.15,1000.0,2.0,86.3,4.0,9.13,173.0,https://www.tinkoff.ru/invest/bonds/RU000A101XS6/,Не важен / Неизвестно
550,ГТЛК выпуск 7,RU000A0JW1P8,949.1,Высокий,20.0,2024-06-18,4.0,23.75,1000.0,4.0,95.0,7.0,10.01,166.0,https://www.tinkoff.ru/invest/bonds/RU000A0JW1P8/,Не важен / Неизвестно
551,Газпром Капитал БО-001P-02,RU000A100LL8,981.9,Высокий,3.0,2024-07-11,17.0,33.76,1000.0,2.0,67.52,0.0,6.88,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100LL8/,Не важен / Неизвестно
552,Почта России,RU000A104V75,917.6,Высокий,97.0,2024-06-05,36.0,49.42,1000.0,2.0,98.84,16.0,10.77,791.0,https://www.tinkoff.ru/invest/bonds/RU000A104V75/,Не важен / Неизвестно
553,Ростелеком 002P выпуск 8,RU000A104VS4,952.7,Высокий,14.0,2024-06-12,31.0,44.2,1000.0,2.0,88.4,2.0,9.28,88.0,https://www.tinkoff.ru/invest/bonds/RU000A104VS4/,Не важен / Неизвестно
554,Росагролизинг выпуск 1,RU000A101R09,922.0,Высокий,13.0,2024-05-29,25.0,31.84,1000.0,2.0,63.68,2.0,6.91,64.0,https://www.tinkoff.ru/invest/bonds/RU000A101R09/,Не важен / Неизвестно
555,Новотранс выпуск 4,RU000A106SP1,959.5,Высокий,28.0,2024-05-28,11.0,26.54,1000.0,4.0,106.16,9.0,11.06,239.0,https://www.tinkoff.ru/invest/bonds/RU000A106SP1/,Не важен / Неизвестно
556,ТаксовичкоФ выпуск 2,RU000A1033X3,799.2,Средний,1.0,2024-04-03,8.0,7.39,800.0,12.0,88.68,1.0,11.1,7.0,https://www.tinkoff.ru/invest/bonds/RU000A1033X3/,Не важен / Неизвестно
557,АФК Система выпуск 16,RU000A102FS1,901.0,Высокий,79.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102FS1/,Не важен / Неизвестно
558,Автодор выпуск 1,RU000A103NU9,867.6,Высокий,29.0,2024-09-10,4.0,34.45,1000.0,2.0,68.9,5.0,7.94,172.0,https://www.tinkoff.ru/invest/bonds/RU000A103NU9/,Не важен / Неизвестно
559,Сбербанк выпуск SbD1R,RU000A103KG4,879.0,Высокий,10.0,,,,1000.0,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103KG4/,Не важен / Неизвестно
560,Банк ДОМ.РФ Зеленые облигации 001Р-01,RU000A105VR3,960.6,Высокий,10.0,2024-08-20,11.0,42.02,1000.0,2.0,84.04,2.0,8.75,84.0,https://www.tinkoff.ru/invest/bonds/RU000A105VR3/,Не важен / Неизвестно
561,Промсвязьбанк 003P выпуск 7,RU000A103PE8,972.5,Высокий,5.0,2024-09-10,4.0,35.32,1000.0,2.0,70.64,1.0,7.26,35.0,https://www.tinkoff.ru/invest/bonds/RU000A103PE8/,Не важен / Неизвестно
562,Восточная Стивидорная Компания выпуск 3,RU000A105KR6,906.0,Средний,43.0,2024-06-04,36.0,48.72,1000.0,2.0,97.44,7.0,10.75,341.0,https://www.tinkoff.ru/invest/bonds/RU000A105KR6/,Не важен / Неизвестно
563,Интерлизинг выпуск 2,RU000A103RY2,334.05,Высокий,5.0,2024-06-25,0.0,7.22,340.0,4.0,28.88,2.0,8.65,14.0,https://www.tinkoff.ru/invest/bonds/RU000A103RY2/,Не важен / Неизвестно
564,Саратовская область выпуск 1,RU000A0ZYG60,385.12,Высокий,7.0,2024-05-22,3.0,6.96,400.0,4.0,27.84,2.0,7.23,14.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG60/,Не важен / Неизвестно
565,ИКС 5 ФИНАНС 002Р-02,RU000A105JP2,940.9,Высокий,43.0,2024-05-30,30.0,38.54,1000.0,2.0,77.08,7.0,8.19,270.0,https://www.tinkoff.ru/invest/bonds/RU000A105JP2/,Не важен / Неизвестно
566,Авто Финанс Банк выпуск 10,RU000A105HN1,940.7,Средний,19.0,2024-05-31,36.0,46.2,1000.0,2.0,92.4,3.0,9.82,139.0,https://www.tinkoff.ru/invest/bonds/RU000A105HN1/,Не важен / Неизвестно
567,РЖД 001Р выпуск 5,RU000A0ZYU05,882.0,Высокий,105.0,2024-08-13,9.0,31.32,1000.0,2.0,62.64,18.0,7.1,564.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU05/,Не важен / Неизвестно
568,Норильский Никель БО-001Р выпуск 1,RU000A100VQ6,967.0,Высокий,5.0,2024-09-24,1.0,30.45,1000.0,2.0,60.9,1.0,6.3,30.0,https://www.tinkoff.ru/invest/bonds/RU000A100VQ6/,Не важен / Неизвестно
569,Почта России,RU000A1055Y4,853.3,Высокий,100.0,2024-09-04,6.0,40.11,1000.0,2.0,80.22,17.0,9.4,682.0,https://www.tinkoff.ru/invest/bonds/RU000A1055Y4/,Не важен / Неизвестно
570,Новосибирская область выпуск 21,RU000A102895,931.1,Высокий,18.0,2024-04-11,13.0,12.62,1000.0,4.0,50.48,6.0,5.42,76.0,https://www.tinkoff.ru/invest/bonds/RU000A102895/,Не важен / Неизвестно
571,Восточная Стивидорная Компания выпуск 4,RU000A106P06,920.0,Средний,51.0,2024-08-02,19.0,52.03,1000.0,2.0,104.06,8.0,11.31,416.0,https://www.tinkoff.ru/invest/bonds/RU000A106P06/,Не важен / Неизвестно
572,Газпром капитал БО-001Р выпуск 3,RU000A101QM3,907.7,Высокий,13.0,2024-05-28,19.0,24.71,1000.0,2.0,49.42,2.0,5.44,49.0,https://www.tinkoff.ru/invest/bonds/RU000A101QM3/,Не важен / Неизвестно
573,Новосибирская область,RU000A1011Q3,783.12,Высокий,7.0,2024-04-13,11.0,11.22,800.0,4.0,44.88,2.0,5.73,22.0,https://www.tinkoff.ru/invest/bonds/RU000A1011Q3/,Не важен / Неизвестно
574,РСХБ выпуск БО-12-002Р,RU000A106FV6,915.0,Высокий,26.0,2024-06-28,25.0,43.15,1000.0,2.0,86.3,4.0,9.43,173.0,https://www.tinkoff.ru/invest/bonds/RU000A106FV6/,Не важен / Неизвестно
575,Черкизово выпуск БО-001Р-05,RU000A105C28,940.7,Высокий,18.0,2024-04-25,18.0,21.58,1000.0,4.0,86.32,6.0,9.18,129.0,https://www.tinkoff.ru/invest/bonds/RU000A105C28/,Не важен / Неизвестно
576,Почта России,RU000A104W17,916.1,Высокий,98.0,2024-06-18,29.0,44.02,1000.0,2.0,88.04,16.0,9.61,704.0,https://www.tinkoff.ru/invest/bonds/RU000A104W17/,Не важен / Неизвестно
577,АФК Система выпуск 4,RU000A0JWYQ5,990.0,Высокий,30.0,2024-05-03,55.0,58.55,1000.0,2.0,117.1,5.0,11.83,293.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWYQ5/,Не важен / Неизвестно
578,РЕСО-Лизинг БО-П выпуск 19,RU000A103F68,985.0,Высокий,3.0,2024-04-07,5.0,5.92,1000.0,12.0,71.04,3.0,7.21,18.0,https://www.tinkoff.ru/invest/bonds/RU000A103F68/,Не важен / Неизвестно
579,Банк ДОМ.РФ СУБ-Т2-1,RU000A105XG2,9400000.0,Средний,112.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105XG2/,Не важен / Неизвестно
580,ЕвроХим выпуск 8,RU000A101LJ0,940.0,Высокий,12.0,2024-04-16,37.0,34.89,1000.0,2.0,69.78,2.0,7.42,70.0,https://www.tinkoff.ru/invest/bonds/RU000A101LJ0/,Не важен / Неизвестно
581,Газпром нефть 003P-01R,RU000A101137,958.6,Высокий,7.0,2024-05-07,10.0,14.79,1000.0,4.0,59.16,2.0,6.17,30.0,https://www.tinkoff.ru/invest/bonds/RU000A101137/,Не важен / Неизвестно
582,РусГидро БО-П09,RU000A105SL2,917.7,Высокий,21.0,2024-07-31,15.0,39.85,1000.0,2.0,79.7,4.0,8.68,159.0,https://www.tinkoff.ru/invest/bonds/RU000A105SL2/,Не важен / Неизвестно
583,VK выпуск 1,RU000A103QK3,868.0,Высокий,29.0,2024-09-17,3.0,34.19,1000.0,2.0,68.38,5.0,7.88,171.0,https://www.tinkoff.ru/invest/bonds/RU000A103QK3/,Не важен / Неизвестно
584,МФК ЦФП выпуск 2,RU000A103GL2,983.1,Низкий,3.0,2024-04-19,4.0,9.22,1000.0,12.0,110.64,3.0,11.25,28.0,https://www.tinkoff.ru/invest/bonds/RU000A103GL2/,Не важен / Неизвестно
585,Газпромбанк 001P выпуск 11,RU000A100HH4,985.0,Высокий,2.0,2024-07-01,20.0,35.5,1000.0,2.0,71.0,0.0,7.21,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100HH4/,Не важен / Неизвестно
586,Автодор БО-3 выпуск 2,RU000A104XR2,903.9,Средний,38.0,2024-08-03,17.0,46.11,1000.0,2.0,92.22,6.0,10.2,277.0,https://www.tinkoff.ru/invest/bonds/RU000A104XR2/,Не важен / Неизвестно
587,Почта России выпуск 5,RU000A0ZZ5J9,920.8,Высокий,48.0,2024-04-29,42.0,42.89,1000.0,2.0,85.78,8.0,9.32,343.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ5J9/,Не важен / Неизвестно
588,Европлан БО 06,RU000A100DG5,585.24,Высокий,61.0,2024-05-21,22.0,26.62,600.0,2.0,53.24,10.0,9.1,266.0,https://www.tinkoff.ru/invest/bonds/RU000A100DG5/,Не важен / Неизвестно
589,Ростелеком выпуск 2,RU000A0JXPN8,993.7,Высокий,36.0,2024-04-17,60.0,57.25,1000.0,2.0,114.5,6.0,11.52,344.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXPN8/,Не важен / Неизвестно
590,ВЭБ.РФ ПБО-001P-18,RU000A1013P1,848.0,Высокий,31.0,2024-05-21,26.0,31.49,1000.0,2.0,62.98,5.0,7.43,157.0,https://www.tinkoff.ru/invest/bonds/RU000A1013P1/,Не важен / Неизвестно
591,ЕвразХолдинг Финанс 002P-01R,RU000A100P85,976.2,Высокий,3.0,2024-07-29,13.0,34.45,1000.0,2.0,68.9,0.0,7.06,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100P85/,Не важен / Неизвестно
592,КАМАЗ БО-П11,RU000A107MM9,1005.4,Высокий,21.0,2024-04-24,27.0,31.41,1000.0,4.0,125.64,7.0,12.5,220.0,https://www.tinkoff.ru/invest/bonds/RU000A107MM9/,Не важен / Неизвестно
593,Магнит БО-004Р-03,RU000A105TP1,920.7,Высокий,46.0,2024-05-09,13.0,19.92,1000.0,4.0,79.68,15.0,8.65,299.0,https://www.tinkoff.ru/invest/bonds/RU000A105TP1/,Не важен / Неизвестно
594,РЖД ОАО БО 001Р-17R,RU000A1010M4,894.5,Высокий,19.0,2024-05-06,27.0,29.23,1000.0,2.0,58.46,3.0,6.54,88.0,https://www.tinkoff.ru/invest/bonds/RU000A1010M4/,Не важен / Неизвестно
595,ИНАРКТИКА выпуск 2,RU000A107W48,1002.5,Средний,34.0,2024-05-31,12.0,30.88,1000.0,4.0,123.52,11.0,12.32,340.0,https://www.tinkoff.ru/invest/bonds/RU000A107W48/,Не важен / Неизвестно
596,Нижегородская область выпуск 16,RU000A1043K9,896.4,Высокий,37.0,2024-05-21,10.0,20.01,1000.0,4.0,80.04,12.0,8.93,240.0,https://www.tinkoff.ru/invest/bonds/RU000A1043K9/,Не важен / Неизвестно
597,Металлоинвест БО выпуск 4,RU000A101EF3,875.4,Высокий,69.0,2024-08-07,9.0,28.36,1000.0,2.0,56.72,12.0,6.48,340.0,https://www.tinkoff.ru/invest/bonds/RU000A101EF3/,Не важен / Неизвестно
598,МОЭК выпуск 3,RU000A101228,972.0,Средний,19.0,2024-05-10,36.0,40.28,1000.0,2.0,80.56,3.0,8.29,121.0,https://www.tinkoff.ru/invest/bonds/RU000A101228/,Не важен / Неизвестно
599,ПАО НК Роснефть 002P-04,RU000A0ZYT40,950.4,Высокий,46.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0ZYT40/,Не важен / Неизвестно
600,ДОМ.РФ 001P-15R,RU000A1065K2,947.5,Высокий,12.0,2024-04-23,39.0,38.37,1000.0,2.0,76.74,2.0,8.1,77.0,https://www.tinkoff.ru/invest/bonds/RU000A1065K2/,Не важен / Неизвестно
601,Казахстан выпуск 7,RU000A101RV2,793.0,Средний,41.0,2024-09-18,2.0,28.36,1000.0,2.0,56.72,7.0,7.15,199.0,https://www.tinkoff.ru/invest/bonds/RU000A101RV2/,Не важен / Неизвестно
602,Восточная Стивидорная Компания выпуск 1,RU000A102G50,886.9,Высокий,20.0,2024-06-05,21.0,28.36,1000.0,2.0,56.72,3.0,6.4,85.0,https://www.tinkoff.ru/invest/bonds/RU000A102G50/,Не важен / Неизвестно
